"ofabrico_sgp","ofabrico","encomenda","prf","cliente","cliente_nome","encomenda_sgp","prf_sgp","cliente_cod_sgp","cliente_nome_sgp"
430,"OFF-E0121/00531","EEF-E012106/00188"," ","100428","Sanita S.A.L. ","EEF-E012106/00188","PRF-E0121/00188",100428,"Sanita S.A.L."
432,"OFF-E0121/00532",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,"OFF-E0121/00528","EEF-E012105/00172","PRF-E0121/00172","100466","Drylock Technologies Ltd","EEF-E012105/00172","PRF-E0121/00172",100466,"Drylock Technologies Ltd"
434,"OFF-E0121/00530","EEF-E012105/00168","PRF-E0121/00168","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012105/00168","PRF-E0121/00168",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
435,"OFF-E0121/00530","EEF-E012105/00167","PRF-E0121/00167","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012105/00167","PRF-E0121/00167",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
436,"OFF-E0121/00529","EEF-E012105/00169","PRF-E0121/00169","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012105/00169","PRF-E0121/00169",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
437,"OFF-E0121/00549","EEF-E012107/00220","PRF-E0121/00220","100593","Active Medical Iberica, SL","EEF-E012107/00220","PRF-E0121/00220",100593,"Active Medical Iberica, SL"
438,"OFF-E0121/00537","EEF-E012107/00198","PRF-E0121/00198","100570","Colunex Portuguesa - Indústria e ","EEF-E012107/00198","PRF-E0121/00198",100570,"Colunex Portuguesa - Indústria e Distribuição Sistemas Descanso, SA"
439,"OFF-E0121/00534","EEF-E012107/00201","PRF-E0121/00201","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012107/00201","PRF-E0121/00201",100396,"CEPRO"
440,"OFF-E0121/00533","EEF-E012107/00201","PRF-E0121/00201","100396","SPA CEPRO CELLULOSE PROCESSING","EEF-E012107/00201","PRF-E0121/00201",100396,"CEPRO"
441,"OFF-E0121/00536","EEF-E012107/00202","PRF-E0121/00202","100576","Intigena Produktion GmbH & Co. KG","EEF-E012107/00202","PRF-E0121/00202",100576,"Intigena Produktion GmbH & Co. KG"
442,"OFF-E0121/00535","EEF-E012107/00202","PRF-E0121/00202","100576","Intigena Produktion GmbH & Co. KG","EEF-E012107/00202","PRF-E0121/00202",100576,"Intigena Produktion GmbH & Co. KG"
443,"OFF-E0121/00539","EEF-E012107/00200","PRF-E0121/00200","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00200","PRF-E0121/00200",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
446,"OFF-E0121/00538","EEF-E012107/00200","PRF-E0121/00200","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00200","PRF-E0121/00200",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
448,"OFF-E0121/00543","EEF-E012108/00226","PRF-E0121/00226","100599","SICIE - LDA",NULL,NULL,NULL,NULL
449,"OFF-E0121/00542",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,"OFF-E0121/00561","EEF-E012107/00211","PRF-E0121/00211","100269","CAN HYGIENE SPA","EEF-E012107/00211","PRF-E0121/00211",100269,"CAN HYGIENE"
452,"OFF-E0121/00553","EEF-E012107/00209","PRF-E0121/00209","100269","CAN HYGIENE SPA","EEF-E012107/00209","PRF-E0121/00209",100269,"CAN HYGIENE"
453,"OFF-E0121/00550","EEF-E012107/00207","PRF-E0121/00207","100269","CAN HYGIENE SPA","EEF-E012107/00207","PRF-E0121/00207",100269,"CAN HYGIENE"
454,"OFF-E0121/00560","EEF-E012107/00207","PRF-E0121/00207","100269","CAN HYGIENE SPA","EEF-E012107/00207","PRF-E0121/00207",100269,"CAN HYGIENE"
455,"OFF-E0121/00544","EEF-E012107/00199","PRF-E0121/00199","100563","BV Trading SA","EEF-E012107/00199","PRF-E0121/00199",100563,"BV Trading SA"
456,"OFF-E0121/00546","EEF-E012107/00197","PRF-E0121/00197","100228","Société d'Articles Hygiéniques","EEF-E012107/00197","PRF-E0121/00197",100228,"SAH"
457,"OFF-E0121/00545","EEF-E012107/00197","PRF-E0121/00197","100228","Société d'Articles Hygiéniques","EEF-E012107/00197","PRF-E0121/00197",100228,"SAH"
458,"OFF-E0121/00547","EEF-E012104/00150","PRF-E0121/00150","100267","MEGA DISPOSABLES S.A.","EEF-E012104/00150","PRF-E0121/00150",100267,"MEGA DISPOSABLES S.A."
460,"OFF-E0121/00548","EEF-E012106/00191","PRF-E0121/00191","100232","Abena Produktion A/S","EEF-E012106/00191","PRF-E0121/00191",100232,"ABENA"
461,"OFF-E0121/00551","EEF-E012105/00166","PRF-E0121/00166","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012105/00166","PRF-E0121/00166",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
462,"OFF-E0121/00551","EEF-E012107/00192","PRF-E0121/00192","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00192","PRF-E0121/00192",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
463,"OFF-E0121/00551","EEF-E012107/00194","PRF-E0121/00194","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00194","PRF-E0121/00194",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
464,"OFF-E0121/00559","EEF-E012107/00193","PRF-E0121/00193","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00193","PRF-E0121/00193",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
465,"OFF-E0121/00577",NULL,NULL,NULL,NULL,"EEF-E012107/00217","PRF-E0121/00217",100338,"Pozzani Disposables S.p.A."
466,"OFF-E0121/00559","EEF-E012107/00195","PRF-E0121/00195","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00195","PRF-E0121/00195",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
467,"OFF-E0121/00550","EEF-E012107/00207","PRF-E0121/00207","100269","CAN HYGIENE SPA","EEF-E012107/00207","PRF-E0121/00207",100269,"CAN HYGIENE"
468,"OFF-E0121/00561","EEF-E012107/00210","PRF-E0121/00210","100269","CAN HYGIENE SPA","EEF-E012107/00210","PRF-E0121/00210",100269,"CAN HYGIENE"
469,"OFF-E0121/00561","EEF-E012107/00211","PRF-E0121/00211","100269","CAN HYGIENE SPA","EEF-E012107/00211","PRF-E0121/00211",100269,"CAN HYGIENE"
470,"OFF-E0121/00560","EEF-E012107/00207","PRF-E0121/00207","100269","CAN HYGIENE SPA","EEF-E012107/00207","PRF-E0121/00207",100269,"CAN HYGIENE"
471,"OFF-E0121/00553","EEF-E012107/00208","PRF-E0121/00208","100269","CAN HYGIENE SPA","EEF-E012107/00208","PRF-E0121/00208",100269,"CAN HYGIENE"
472,"OFF-E0121/00553","EEF-E012107/00209","PRF-E0121/00209","100269","CAN HYGIENE SPA","EEF-E012107/00209","PRF-E0121/00209",100269,"CAN HYGIENE"
473,"OFF-E0121/00563","EEF-E012107/00204","PRF-E0121/00204","100466","Drylock Technologies Ltd","EEF-E012107/00204","PRF-E0121/00204",100466,"Drylock Technologies Ltd"
474,"OFF-E0121/00562","EEF-E012107/00218","PRF-E0121/00218","100466","Drylock Technologies Ltd","EEF-E012107/00218","PRF-E0121/00218",100466,"Drylock Technologies Ltd"
475,"OFF-E0121/00562","EEF-E012107/00219","PRF-E0121/00219","100466","Drylock Technologies Ltd","EEF-E012107/00219","PRF-E0121/00219",100466,"Drylock Technologies Ltd"
476,"OFF-E0121/00523","EEF-E012107/00196","PRF-E0121/00196","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00196","PRF-E0121/00196",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
477,"OFF-E0121/00551","EEF-E012107/00212","PRF-E0121/00212","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00212","PRF-E0121/00212",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
478,"OFF-E0121/00566","EEF-E012107/00216","PRF-E0121/00216","100381","SAI PHARMACEUTICALS KENYA LIMITED","EEF-E012107/00216","PRF-E0121/00216",100381,"SAI PHARMACEUTICALS KENYA LIMITED"
479,"OFF-E0121/00570","EEF-E012107/00222","PRF-E0121/00222","100428","Sanita S.A.L. ","EEF-E012107/00222","PRF-E0121/00222",100428,"Sanita S.A.L."
480,"OFF-E0121/00572","EEF-E012107/00223","PRF-E0121/00223","100501","Napco Consumer Products Co., ","EEF-E012107/00223","PRF-E0121/00223",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
481,"OFF-E0121/00568","EEF-E012107/00224","PRF-E0121/00224","100303","MEDIANE SARL","EEF-E012107/00224","PRF-E0121/00224",100303,"MEDIANE"
482,"OFF-E0121/00569","EEF-E012107/00224","PRF-E0121/00224","100303","MEDIANE SARL","EEF-E012107/00224","PRF-E0121/00224",100303,"MEDIANE"
483,"OFF-E0121/00571","EEF-E012107/00221","PRF-E0121/00221","100466","Drylock Technologies Ltd","EEF-E012107/00221","PRF-E0121/00221",100466,"Drylock Technologies Ltd"
484,"OFF-E0121/00573","EEF-E012102/00047","PRF-E0121/00047","100267","MEGA DISPOSABLES S.A.","EEF-E012102/00047","PRF-E0121/00047",100267,"MEGA DISPOSABLES S.A."
485,"OFF-E0121/00574","EEF-E012106/00183","PRF-E0121/00183","100241","SANCELLA TUNISIE","EEF-E012106/00183","PRF-E0121/00183",100241,"SANCELLA SA"
486,"OFF-E0121/00564","EEF-E012107/00196","PRF-E0121/00196","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00196","PRF-E0121/00196",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
487,"OFF-E0121/00576","EEF-E012108/00227","PRF-E0121/00227","100261","EURL EL GHAZOU","EEF-E012108/00227","PRF-E0121/00227",100261,"EURL EL GHAZOU"
488,"OFF-E0121/00579","EEF-E012108/00230","PRF-E0121/00230","100466","Drylock Technologies Ltd","EEF-E012108/00230","PRF-E0121/00230",100466,"Drylock Technologies Ltd"
489,"OFF-E0121/00582","EEF-E012107/00213","PRF-E0121/00213","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00213","PRF-E0121/00213",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
490,"OFF-E0121/00584","EEF-E012107/00214","PRF-E0121/00214","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00214","PRF-E0121/00214",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
491,"OFF-E0121/00589","EEF-E012109/00233","PRF-E0121/00233","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00233","PRF-E0121/00233",100267,"MEGA DISPOSABLES S.A."
496,"OFF-E0121/00598","EEF-E012106/00184","PRF-E0121/00184","100241","SANCELLA SA","EEF-E012106/00184","PRF-E0121/00184",100241,"SANCELLA SA"
499,"OFF-E0121/00580",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
500,"OFF-E0121/00586","EEF-E012107/00213","PRF-E0121/00213","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00213","PRF-E0121/00213",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
501,"OFF-E0121/00585","EEF-E012107/00214","PRF-E0121/00214","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00214","PRF-E0121/00214",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
502,"OFF-E0121/00585","EEF-E012107/00215","PRF-E0121/00215","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012107/00215","PRF-E0121/00215",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
509,"OFF-E0121/00596","EEF-E012107/00205","PRF-E0121/00205","100466","Drylock Technologies Ltd","EEF-E012107/00205","PRF-E0121/00205",100466,"Drylock Technologies Ltd"
510,"OFF-E0121/00595","EEF-E012108/00231","PRF-E0121/00231","100479","Drylock Technologies sro","EEF-E012108/00231","PRF-E0121/00231",100479,"Drylock Technologies sro"
511,"OFF-E0121/00590","EEF-E012109/00245","PRF-E0121/00245","100593","Active Medical Iberica, SL","EEF-E012109/00245","PRF-E0121/00245",100593,"Active Medical Iberica, SL"
512,"OFF-E0121/00591","EEF-E012109/00233","PRF-E0121/00233","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00233","PRF-E0121/00233",100267,"MEGA DISPOSABLES S.A."
513,"OFF-E0121/00597","EEF-E012107/00203","PRF-E0121/00203","100267","MEGA DISPOSABLES S.A.","EEF-E012107/00203","PRF-E0121/00203",100267,"MEGA DISPOSABLES S.A."
515,"OFF-E0121/00600","EEF-E012109/00238","PRF-E0121/00238","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012109/00238","PRF-E0121/00238",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
517,"OFF-E0121/00622","EEF-E012111/00301","PRF-E0121/00301","100303","MEDIANE SARL","EEF-E012111/00301","PRF-E0121/00301",100303,"MEDIANE"
520,"OFF-E0121/00603","EEF-E012108/00232","PRF-E0121/00232","100583","LAMATEM SARL ","EEF-E012108/00232","PRF-E0121/00232",100583,"LAMATEM SARL"
521,"OFF-E0121/00605","EEF-E012106/00184","PRF-E0121/00184","100241","SANCELLA SA","EEF-E012106/00184","PRF-E0121/00184",100241,"SANCELLA SA"
522,"OFF-E0121/00605","EEF-E012106/00185","PRF-E0121/00185","100241","SANCELLA SA","EEF-E012106/00185","PRF-E0121/00185",100241,"SANCELLA SA"
523,"OFF-E0121/00604",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
526,"OFF-E0121/00602","EEF-E012108/00228","PRF-E0121/00228","100501","Napco Consumer Products Co., ","EEF-E012108/00228","PRF-E0121/00228",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
527,"OFF-E0121/00609","EEF-E012108/00229","PRF-E0121/00229","100469","NAPCO RIYADH PAPER PRODUCTS CO.","EEF-E012108/00229","PRF-E0121/00229",100469,"NAPCO RIYADH PAPER PRODUCTS CO., branch of NAPCO NATIONAL COMPANY"
528,"OFF-E0121/00620","EEF-E012109/00239","PRF-E0121/00239","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012109/00239","PRF-E0121/00239",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
529,"OFF-E0121/00599","EEF-E012109/00240","PRF-E0121/00240","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012109/00240","PRF-E0121/00240",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
531,"OFF-E0121/00613","EEF-E012109/00257","PRF-E0121/00257","100563","BV Trading SA","EEF-E012109/00257","PRF-E0121/00257",100563,"BV Trading SA"
535,"OFF-E0121/00620","EEF-E012109/00239","PRF-E0121/00239","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012109/00239","PRF-E0121/00239",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
536,"OFF-E0121/00626","EEF-E012109/00241","PRF-E0121/00241","100269","CAN HYGIENE SPA","EEF-E012109/00241","PRF-E0121/00241",100269,"CAN HYGIENE"
537,"OFF-E0121/00629","EEF-E012109/00242","PRF-E0121/00242","100269","CAN HYGIENE SPA","EEF-E012109/00242","PRF-E0121/00242",100269,"CAN HYGIENE"
538,"OFF-E0121/00630","EEF-E012109/00243","PRF-E0121/00243","100269","CAN HYGIENE SPA","EEF-E012109/00243","PRF-E0121/00243",100269,"CAN HYGIENE"
539,"OFF-E0121/00627","EEF-E012109/00244","PRF-E0121/00244","100269","CAN HYGIENE SPA","EEF-E012109/00244","PRF-E0121/00244",100269,"CAN HYGIENE"
540,"OFF-E0121/00628","EEF-E012109/00241","PRF-E0121/00241","100269","CAN HYGIENE SPA","EEF-E012109/00241","PRF-E0121/00241",100269,"CAN HYGIENE"
542,"OFF-E0121/00631"," ",NULL,NULL,NULL,"EEF-E012109/00251","PRF-E0121/00251",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
543,"OFF-E0121/00631","EEF-E012109/00251","PRF-E0121/00251","100501","Napco Consumer Products Co., ","EEF-E012109/00251","PRF-E0121/00251",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
544,"OFF-E0121/00629","EEF-E012109/00242","PRF-E0121/00242","100269","CAN HYGIENE SPA","EEF-E012109/00242","PRF-E0121/00242",100269,"CAN HYGIENE"
545,"OFF-E0121/00627","EEF-E012109/00244","PRF-E0121/00244","100269","CAN HYGIENE SPA","EEF-E012109/00244","PRF-E0121/00244",100269,"CAN HYGIENE"
548,"OFF-E0121/00633","EEF-E012109/00233","PRF-E0121/00233","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00233","PRF-E0121/00233",100267,"MEGA DISPOSABLES S.A."
549,"OFF-E0121/00634","EEF-E012109/00233","PRF-E0121/00233","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00233","PRF-E0121/00233",100267,"MEGA DISPOSABLES S.A."
550,"OFF-E0121/00634","EEF-E012109/00235","PRF-E0121/00235","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00235","PRF-E0121/00235",100267,"MEGA DISPOSABLES S.A."
552,"OFF-E0121/00640","EEF-E012110/00267","PRF-E0121/00267","100571","HyPro-Innovations GmbH",NULL,NULL,NULL,NULL
553,"OFF-E0121/00636","EEF-E012109/00247","PRF-E0121/00247","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012109/00247","PRF-E0121/00247",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
554,"OFF-E0121/00637","EEF-E012109/00248","PRF-E0121/00248","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012109/00248","PRF-E0121/00248",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
555,"OFF-E0121/00636","EEF-E012109/00249","PRF-E0121/00249","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012109/00249","PRF-E0121/00249",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
556,"OFF-E0121/00638","EEF-E012109/00236","PRF-E0121/00236","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00236","PRF-E0121/00236",100267,"MEGA DISPOSABLES S.A."
557,"OFF-E0121/00638","EEF-E012109/00237","PRF-E0121/00237","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00237","PRF-E0121/00237",100267,"MEGA DISPOSABLES S.A."
560,"OFF-E0121/00645","EEF-E012109/00259","PRF-E0121/00259","100228","Société d'Articles Hygiéniques","EEF-E012109/00259","PRF-E0121/00259",100228,"SAH"
561,"OFF-E0121/00644","EEF-E012109/00259","PRF-E0121/00259","100228","Société d'Articles Hygiéniques","EEF-E012109/00259","PRF-E0121/00259",100228,"SAH"
563,"OFF-E0121/00639","EEF-E012110/00278","PRF-E0121/00278","100228","Société d'Articles Hygiéniques","EEF-E012109/00259","PRF-E0121/00259",100228,"SAH"
564,"OFF-E0121/00623","EEF-E012106/00186","PRF-E0121/00186","100241","SANCELLA SA","EEF-E012106/00186","PRF-E0121/00186",100241,"SANCELLA SA"
565,"OFF-E0121/00647","EEF-E012107/00206","PRF-E0121/00206","100466","Drylock Technologies Ltd","EEF-E012107/00206","PRF-E0121/00206",100466,"Drylock Technologies Ltd"
567,"OFF-E0121/00648","EEF-E012110/00269","PRF-E0121/00269","100269","CAN HYGIENE SPA","EEF-E012110/00269","PRF-E0121/00269",100269,"CAN HYGIENE"
568,"OFF-E0121/00653","EEF-E012110/00270","PRF-E0121/00270","100269","CAN HYGIENE SPA","EEF-E012110/00270","PRF-E0121/00270",100269,"CAN HYGIENE"
570,NULL,NULL,NULL,NULL,NULL,"EEF-E012110/00269","PRF-E0121/00269",100269,"CAN HYGIENE"
572,"OFF-E0121/00643"," ",NULL,NULL,NULL,"EEF-E012109/00252","PRF-E0121/00252",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
573,"OFF-E0121/00643","EEF-E012109/00252","PRF-E0121/00252","100501","Napco Consumer Products Co., ","EEF-E012109/00252","PRF-E0121/00252",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
574,"OFF-E0121/00655","EEF-E012109/00253","PRF-E0121/00253","100469","NAPCO RIYADH PAPER PRODUCTS CO.","EEF-E012109/00253","PRF-E0121/00253",100469,"NAPCO RIYADH PAPER PRODUCTS CO., branch of NAPCO NATIONAL COMPANY"
575,"OFF-E0121/00660","EEF-E012111/00301","PRF-E0121/00301","100303","MEDIANE SARL","EEF-E012111/00301","PRF-E0121/00301",100303,"MEDIANE"
576,"OFF-E0121/00661",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
586,"OFF-E0121/00659","EEF-E012110/00268","PRF-E0121/00268","100479","Drylock Technologies sro","EEF-E012110/00268","PRF-E0121/00268",100479,"Drylock Technologies sro"
587,"OFF-E0121/00658","EEF-E012110/00271","PRF-E0121/00271","100466","Drylock Technologies Ltd","EEF-E012110/00271","PRF-E0121/00271",100466,"Drylock Technologies Ltd"
588,"OFF-E0121/00663","EEF-E012110/00280","PRF-E0121/00280","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012110/00280","PRF-E0121/00280",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
589,"OFF-E0121/00664","EEF-E012110/00281","PRF-E0121/00281","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012110/00281","PRF-E0121/00281",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
594,"OFF-E0121/00671","EEF-E012109/00234","PRF-E0121/00234","100267","MEGA DISPOSABLES S.A.","EEF-E012109/00234","PRF-E0121/00234",100267,"MEGA DISPOSABLES S.A."
595,"OFF-E0121/00672","EEF-E012110/00261","PRF-E0121/00261","100267","MEGA DISPOSABLES S.A.","EEF-E012110/00261","PRF-E0121/00261",100267,"MEGA DISPOSABLES S.A."
596,"OFF-E0121/00676","EEF-E012110/00262","PRF-E0121/00262","100267","MEGA DISPOSABLES S.A.","EEF-E012110/00262","PRF-E0121/00262",100267,"MEGA DISPOSABLES S.A."
598,"OFF-E0121/00677",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
600,"OFF-E0121/00680","EEF-E012110/00274","PRF-E0121/00274","100228","Société d'Articles Hygiéniques","EEF-E012110/00274","PRF-E0121/00274",100228,"SAH"
601,"OFF-E0121/00682","EEF-E012110/00274","PRF-E0121/00274","100228","Société d'Articles Hygiéniques","EEF-E012110/00274","PRF-E0121/00274",100228,"SAH"
602,"OFF-E0121/00681","EEF-E012110/00274","PRF-E0121/00274","100228","Société d'Articles Hygiéniques","EEF-E012110/00274","PRF-E0121/00274",100228,"SAH"
603,"OFF-E0121/00683","EEF-E012110/00275","PRF-E0121/00275","100228","Société d'Articles Hygiéniques","EEF-E012110/00275","PRF-E0121/00275",100228,"SAH"
604,"OFF-E0121/00678","EEF-E012111/00290","PRF-E0121/00290","100338","Pozzani Disposables S.p.A.","EEF-E012111/00290","PRF-E0121/00290",100338,"Pozzani Disposables S.p.A."
605,"OFF-E0121/00670","EEF-E012110/00282","PRF-E0121/00282","100287","ONTEX TÜKETİM ÜRÜNLERİ SAN VE TİC","EEF-E012110/00282","PRF-E0121/00282",100287,"ONTEX TUKETIM URUNLERI SAN VE TIC AS"
606,"OFF-E0121/00687",NULL,NULL,NULL,NULL,"EEF-E012106/00182","PRF-E0121/00182",100241,"SANCELLA SA"
607,"OFF-E0121/00690","EEF-E012103/00101","PRF-E0121/00101","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00101","PRF-E0121/00101",100351,"NORSUDEX"
608,"OFF-E0121/00557","EEF-E012103/00102","PRF-E0121/00102","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00102","PRF-E0121/00102",100351,"NORSUDEX"
609,"OFF-E0121/00691","EEF-E012103/00103","PRF-E0121/00103","100351","NORSUDEX DU GROUPE NOVATIS","EEF-E012103/00103","PRF-E0121/00103",100351,"NORSUDEX"
610,"OFF-E0121/00694",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
611,"OFF-E0121/00693","EEF-E012110/00263","PRF-E0121/00263","100267","MEGA DISPOSABLES S.A.","EEF-E012110/00263","PRF-E0121/00263",100267,"MEGA DISPOSABLES S.A."
612,"OFF-E0121/00684","EEF-E012110/00264","PRF-E0121/00264","100267","MEGA DISPOSABLES S.A.","EEF-E012110/00264","PRF-E0121/00264",100267,"MEGA DISPOSABLES S.A."
613,"OFF-E0121/00697","EEF-E012103/00070","PRF-E0121/00070","100234","NOVATIS S.A.","EEF-E012103/00070","PRF-E0121/00070",100234,"Novatis"
614,"OFF-E0121/00699","EEF-E012110/00287","PRF-E0121/00287","100232","Abena Produktion A/S","EEF-E012110/00287","PRF-E0121/00287",100232,"ABENA"
616,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
617,"OFF-E0121/00702",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,"OFF-E0121/00700","EEF-E012110/00288","PRF-E0121/00288","100501","Napco Consumer Products Co., ","EEF-E012110/00288","PRF-E0121/00288",100501,"Napco Consumer Products Co., branch of NAPCO NATIONAL COMPANY"
620,"OFF-E0121/00498","EEF-E012103/00076","PRF-E0121/00076","100234","NOVATIS S.A.","EEF-E012103/00076","PRF-E0121/00076",100234,"Novatis"
621,"OFF-E0121/00704","EEF-E012103/00077","PRF-E0121/00077","100234","NOVATIS S.A.","EEF-E012103/00077","PRF-E0121/00077",100234,"Novatis"
622,"OFF-E0121/00705","EEF-E012103/00078","PRF-E0121/00078","100234","NOVATIS S.A.","EEF-E012103/00078","PRF-E0121/00078",100234,"Novatis"
623,"OFF-E0121/00707","EEF-E012103/00079","PRF-E0121/00079","100234","NOVATIS S.A.","EEF-E012103/00079","PRF-E0121/00079",100234,"Novatis"
624,"OFF-E0121/00697","EEF-E012103/00070","PRF-E0121/00070","100234","NOVATIS S.A.","EEF-E012103/00070","PRF-E0121/00070",100234,"Novatis"
625,"OFF-E0121/00706","EEF-E012103/00071","PRF-E0121/00071","100234","NOVATIS S.A.","EEF-E012103/00071","PRF-E0121/00071",100234,"Novatis"
626,"OFF-E0121/00708",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
629,NULL,NULL,NULL,NULL,NULL,"EEF-E012110/00265","PRF-E0121/00265",100267,"MEGA DISPOSABLES S.A."
630,"OFF-E0121/00712","EEF-E012110/00266","PRF-E0121/00266","100267","MEGA DISPOSABLES S.A.","EEF-E012110/00266","PRF-E0121/00266",100267,"MEGA DISPOSABLES S.A."
631,"OFF-E0121/00685","EEF-E012110/00272","PRF-E0121/00272","100466","Drylock Technologies Ltd","EEF-E012110/00272","PRF-E0121/00272",100466,"Drylock Technologies Ltd"
632,"OFF-E0121/00713","EEF-E012110/00273","PRF-E0121/00273","100466","Drylock Technologies Ltd","EEF-E012110/00273","PRF-E0121/00273",100466,"Drylock Technologies Ltd"
633,"OFF-E0121/00714","EEF-E012110/00276","PRF-E0121/00276","100243","PESQUISUAVE, LDA","EEF-E012110/00276","PRF-E0121/00276",100243,"PESQUISUAVE, LDA"
